Gene_ID,sp_num,root2tip_variance,tree_legnth,spTr_bipartition,aln_length,average_node_support,Rafflesiaceae_best_compositional_homogeneity_pvalue,stem_raff_branch_len,ancestor_of_stem_raff_bran_len,raff_placement_SHaLRT,raff_placement_UFBP
2774,27,0.0102773,3.90062,0.195121951,2072,71.28,55.06,0.3223997,0.012469591,71.3,54
2927,33,0.037899,4.68825,0.292682927,1749,69.81,17.91,0.644094219,0.004869903,38.6,54
156,25,0.00814643,3.48725,0.12195122,1901,72.91,69.69,0.225184484,0.046799016,73.2,53
161,27,0.0160495,2.90802,0.170731707,2628,71.32,78.33,0.441156204,0.008535297,44.8,53
169,24,0.00760212,3.31021,0.219512195,2598,66.32,5.7,0.31654804,0.020493831,63.3,53
386,27,0.12195122,,,1201,72.24,38.04,0.317158358,0.019593364,80.9,53
414,30,0.0418204,4.46448,0.268292683,1040,72.82,23.29,0.583412025,0.040226487,80.7,53
493,30,0.00893568,3.89053,0.219512195,1195,67.52,93.43,0.315499868,0.034045597,95.8,53
506,30,0.00633369,2.81004,0.292682927,2061,73.43,99.89,0.270538471,0.008499767,84.3,53
528,30,0.0139136,4.40517,0.219512195,645,65.86,62.11,0.350325872,0.035894089,55.3,53
853,32,0.0275859,5.49332,0.170731707,939,64.61,29.44,0.354202475,0.031576923,86.8,53
879,31,0.12195122,,,603,64.28,90.66,0.259981181,0.022472459,62.2,53
897,31,0.018015,4.1115,0.292682927,750,74.1,97.16,0.460815533,0.025792678,51.4,53
1003,30,0.0201402,5.1461,0.219512195,929,66.9,74.22,0.190882753,0.126638816,93.8,53
1025,31,0.00980797,3.97673,0.268292683,486,71.3,94.6,0.289768899,0.031135622,83.1,53
1091,31,0.00960608,4.61649,0.195121951,1164,68.28,39.41,0.422163759,0.032675699,46.7,53
1144,32,0.0377856,4.98866,0.243902439,1629,62.83,0.34,0.445055742,0.122109546,99.7,53
1150,30,0.0100476,3.285,0.170731707,2859,56.18,67.65,0.200363761,0.010048048,92.4,53
1167,33,0.00399343,3.53979,0.243902439,1836,72.84,85.1,0.222152406,0.016451566,80.4,53
1498,34,0.219512195,,,2166,69.44,31.93,0.549645055,0.020129086,68,53
1575,31,0.00729518,4.39633,0.268292683,1344,65.59,54.59,0.191880185,0.054363452,81.3,53
1587,24,0.0117703,2.87603,0.170731707,2470,64.59,60.18,0.336909808,0.011958822,94.8,53
1592,22,0.0214553,3.14561,0.146341463,2091,71.4,53.81,0.302380423,0.013166986,76.6,53
1653,36,0.00681977,4.16352,0.341463415,573,70.44,67.53,0.275357163,0.008251626,70,53
1824,29,0.00969558,3.00892,0.219512195,1683,72.63,89.53,0.250272973,0.034035313,93,53
1844,30,0.0172338,3.9307,0.243902439,1269,62.11,32.83,0.289898244,0.01638817,68.6,53
1850,34,0.0224962,6.43912,0.341463415,1686,75.88,8.25,0.537419668,0.015978762,32.9,53
1891,27,0.020565,5.41745,0.170731707,811,67.24,85.61,0.380792278,0.014534928,42.4,53
1936,35,0.00946665,5.00367,0.365853659,1617,73.82,36.02,0.35833065,0.01847074,87.8,53
2010,30,0.00795946,3.94994,0.219512195,1405,61,81.51,,,16,53
2070,34,0.044886,5.89033,0.292682927,2616,71.41,1.79,0.568722236,0.036148409,96.7,53
2100,28,0.00788616,3.76491,0.292682927,1190,64.04,66.52,0.275474621,0.013773587,63.6,53
2121,27,0.0117482,3.19479,0.12195122,1227,66.46,85.64,0.251814623,0.01983789,75,53
2247,27,0.00550863,4.07679,0.170731707,327,67.04,73.84,0.15422563,0.039760687,87.1,53
2351,27,0.0156526,3.26012,0.195121951,1713,75.46,99.82,0.367657431,0.021113932,45.5,53
2375,29,0.0114705,3.49232,0.292682927,942,77.78,93.51,0.286809194,0.021365641,68.8,53
2395,39,0.0105902,4.66898,0.43902439,1041,73.41,94.23,0.314103244,0.013881478,89.1,53
2527,30,0.00947504,4.18977,0.219512195,722,70.97,66.73,0.29619755,0.025704137,58.8,53
2619,38,0.390243902,,,1329,72.22,45.16,0.270857091,0.013245706,74,53
2721,34,0.00335445,2.73174,0.292682927,2904,65.67,92.72,0.197837583,0.010636981,80,53
2759,39,0.00552976,4.58126,0.390243902,669,68.57,57.03,0.267667875,0.006118167,75.3,53
2922,38,0.0672133,8.87946,0.414634146,1214,75.95,94.87,0.589970509,0.026335981,74.1,53
2947,33,0.0153074,2.68571,0.341463415,1273,70.03,90.19,0.384075152,0.008233503,46.1,53
3001,34,0.00559985,3.35382,0.365853659,1101,75.18,15.19,0.270970578,0.019535824,87.4,53
3010,28,0.0158613,3.03653,0.195121951,2664,58.04,0,0.286072916,0.011666588,87.4,53
72,27,0.0120797,4.19982,0.12195122,1443,61.68,80.33,0.371064782,0.026344407,53.6,52
193,29,0.0142091,4.9149,0.243902439,1473,74.63,21.39,0.367540407,0.010806039,82,52
304,20,0.0194618,2.922,0.097560976,2353,70.61,42.55,0.284456398,0.011370802,77.2,52
314,28,0.0253367,4.56233,0.219512195,1709,65.27,0,0.482026541,0.018140255,15.6,52
407,30,0.0260439,5.16151,0.146341463,1025,55.93,19.93,0.461331356,0.027269242,65.3,52
467,26,0.0553553,4.54514,0.268292683,3057,67.08,94.14,,,77.6,52
720,29,0.0166073,3.57927,0.268292683,747,72.59,71.13,0.452951958,0.019692168,76.4,52
765,29,0.00342401,2.75775,0.195121951,1608,77.74,70.13,0.1634602,0.015732413,90.8,52
828,33,0.00837152,4.11934,0.292682927,843,76.39,98.02,0.267065269,0.008362215,38.8,52
1126,30,0.022935,4.83587,0.219512195,699,67.54,40.18,,,70,52
1266,29,0.016988,3.60646,0.292682927,3216,68.48,53.88,0.375907346,0.025005836,17.5,52
1323,28,0.0271531,4.14432,0.292682927,3036,74.35,71.38,0.150541535,0.003138785,43.4,52
1554,34,0.0806683,6.5652,0.268292683,1394,62.56,99.33,0.811485575,0.086485513,66.9,52
1568,32,0.0129932,4.1143,0.268292683,1710,70.27,70.15,0.218876054,0.008920105,85,52
1581,28,0.0123208,3.86203,0.146341463,2131,69.48,99.06,0.367482984,0.019259673,37.6,52
1667,34,0.00994946,4.46166,0.292682927,1860,69.53,27.73,0.381475891,0.008941625,72,52
1698,35,0.0175751,3.72631,0.268292683,585,68.12,88.48,0.371941942,0.005256614,46.9,52
1726,35,0.0158043,5.73868,0.268292683,1271,67.45,52.95,0.421395072,0.031001141,94,52
1776,32,0.0375806,5.41235,0.243902439,1464,70.67,7.31,0.284684001,0.01871598,35.6,52
2059,27,0.0313341,3.81643,0.170731707,2549,60.52,0.29,0.201141146,0.208431417,89.5,52
2105,27,0.0164649,3.83352,0.243902439,2128,71.5,7.53,0.402498371,0.02431903,96.5,52
2243,24,0.0198585,3.51044,0.219512195,1704,67.82,17.46,0.286046729,0.019820831,80.9,52
2256,37,0.0123199,6.99699,0.317073171,1376,72.31,0.84,0.410296462,0.014717994,46.2,52
2285,28,0.0224783,3.21598,0.317073171,1482,71.62,99.96,0.435073851,0.010237332,67.2,52
2460,31,0.0158947,3.81612,0.195121951,1038,59.83,30.16,0.403142647,0.011083931,60.5,52
2466,31,0.0284564,3.49246,0.243902439,1359,75.31,89.52,,,71.5,52
2486,38,0.0290278,6.57513,0.512195122,966,77.19,94.24,0.483115656,0.010921638,39.2,52
2790,37,0.0043092,4.29882,0.268292683,940,56.54,8.78,0.215140151,0.011229275,77.5,52
3000,15,5.95362,11.7373,0.146341463,1984,78.43,3.71,,,82.3,52
81,30,0.0163774,3.9902,0.170731707,379,63.36,62.62,0.375484877,0.010066647,60.1,51
155,28,0.02032,3.84833,0.170731707,1813,67.46,55.12,0.289483878,0.023469869,87.6,51
159,27,0.00965007,3.50416,0.219512195,2070,72.72,27.07,0.25608875,0.012762716,84.2,51
338,28,0.170731707,,,2023,66.62,27.39,0.246322979,0.025904522,64,51
374,30,0.00728339,3.10997,0.219512195,2148,71.5,75.41,0.229059894,0.025327127,62.9,51
376,29,0.00852067,3.33744,0.219512195,1416,66.89,14.05,0.32536501,0.013376446,79.6,51
395,30,0.0160857,4.09387,0.195121951,1988,71.57,82.65,0.277828961,0.040120845,89.5,51
418,29,0.0318429,4.49416,0.268292683,612,69.11,15.33,0.480423331,0.023782387,45,51
539,30,0.0385574,5.69568,0.195121951,1602,67.32,41.58,0.712406999,0.026200658,71.5,51
593,28,0.0232769,4.84433,0.195121951,1760,69.12,64.64,0.417250459,0.012870925,84.5,51
656,28,0.0265765,5.86993,0.170731707,702,60.35,2.2,0.516704981,0.013362669,41.9,51
844,33,0.219512195,,,741,59.74,74,0.416382614,0.030232235,90.8,51
927,32,0.0115096,4.57288,0.195121951,972,62.2,84.97,0.331260557,0.006546228,40,51
969,31,0.0150155,5.24191,0.170731707,1696,75.23,90.5,0.361728068,0.028615076,88.2,51
994,23,0.471777,6.23024,0.12195122,1397,86.29,38.21,0.455764803,0.026522429,74.4,51
1004,28,0.01239,3.0874,0.268292683,5106,67.54,0,0.385511669,0.021497079,74,51
1086,33,0.219512195,,,1509,71.81,45.2,0.282252091,0.008972913,63.7,51
1155,34,0.243902439,,,597,67.81,93.04,0.227206274,0.014671512,78.7,51
1211,29,0.292682927,,,1574,71.93,93.91,0.358205613,0.005697637,26.1,51
1408,31,0.0137455,4.85679,0.146341463,808,63.83,90.1,0.333302066,0.043393812,83.7,51
1620,34,0.0173144,5.39253,0.268292683,1025,70.53,10.88,0.371227205,0.020334022,30.4,51
1646,34,0.0144297,4.51125,0.317073171,4004,72.94,1.11,0.398184145,0.007335705,80.6,51
1685,28,0.0190615,3.73369,0.243902439,2400,67.08,98.75,0.44305606,0.014680908,46.7,51
1695,35,0.0147181,5.05071,0.317073171,1149,68.61,12.84,0.304107829,0.016920565,73.2,51
1940,35,0.036976,6.28266,0.243902439,650,68.33,26.26,0.544709432,0.048954081,69,51
1963,36,0.00677139,3.80445,0.365853659,1011,67.12,5.47,0.314824877,0.011748977,55.5,51
2026,26,0.0145363,3.20181,0.146341463,2209,60.92,1.16,0.154150981,0.098235314,60.9,51
2201,27,0.0153884,5.0646,0.146341463,651,71.52,77.86,0.339978628,0.009582025,48.4,51
2321,10,0.0202582,1.49282,0.097560976,1266,79.11,55.35,0.34985121,2.05E-06,0,51
2584,38,0.0157511,4.69021,0.487804878,2698,75.89,41.21,0.340442163,0.008856293,41.2,51
2920,38,0.0116849,5.12713,0.390243902,1031,71.76,48.05,0.359305398,0.021873729,31.9,51
58,27,0.118036,5.06453,0.195121951,1112,65.76,85.6,0.436663065,0.054072172,44.5,50
216,29,0.0163245,3.52579,0.219512195,1520,77.7,27.33,0.401188661,0.009644566,50.3,50
334,23,0.0641018,3.61581,0.12195122,1871,68.05,16.64,0.357513642,0.023450964,93,50
416,31,0.0138522,4.78445,0.341463415,2939,74.48,23.24,0.433030272,0.018496104,93.7,50
445,31,0.0185673,5.00683,0.317073171,1905,76.14,60.3,0.492402098,0.015007373,37,50
485,30,0.146341463,,,912,72.29,65.94,0.266492815,0.010069776,29,50
560,28,0.0249115,3.92064,0.268292683,2196,76.38,13.19,0.477479912,0.005680727,82.2,50
566,29,0.0194311,5.07299,0.219512195,1099,70.04,79.22,0.269058414,0.02147549,24.9,50
592,14,0.0217712,1.47756,0.170731707,1092,74.75,8.08,0.352666907,0.011990497,75.1,50
594,11,0.0272897,2.10715,0.097560976,1530,67.5,69.4,0.340982801,0.035436979,94.5,50
739,29,0.243902439,,,1680,69.89,16.72,0.290796761,0.017587463,44.1,50
874,33,0.0077128,3.76652,0.219512195,1554,65.16,56.39,0.21203623,0.007033283,75.2,50
936,32,0.00784752,3.13341,0.317073171,951,66.23,18.71,0.283134531,0.003350911,1.25,50
983,29,0.0104267,3.70652,0.243902439,1116,60.96,96.03,0.233661153,0.021028323,42.4,50
1101,33,0.0122803,4.84462,0.292682927,942,73.19,50.77,0.41475764,0.032776912,87.7,50
1376,32,0.00779889,4.04396,0.243902439,864,62.67,79.93,0.227437829,0.01929157,66.8,50
1490,29,0.0107233,3.83765,0.195121951,1414,67.52,88.82,0.288466421,0.018022663,81.4,50
1648,35,0.292682927,,,2308,65.91,20.87,0.35275557,0.017632252,33.5,50
1757,33,0.0263026,5.95472,0.219512195,5592,61.19,30.73,0.586105761,0.006289729,35,50
1902,35,0.010245,4.62571,0.268292683,1067,64.03,15.53,0.241109394,0.011561467,28.8,50
1922,36,0.0114513,3.91047,0.243902439,726,63.41,96.8,0.191224259,0.022457906,90.1,50
1990,32,0.0357097,4.31277,0.195121951,369,62.23,2.36,0.489670155,0.025248575,32.8,50
2080,35,0.00650891,5.47419,0.219512195,831,67.09,8.99,0.29197884,0.027612109,69,50
2175,34,0.0112431,4.1379,0.146341463,381,60.66,69.49,0.200489569,0.017179835,48.9,50
2398,38,0.317073171,,,723,69.64,86.17,0.305906145,0.043468118,74.9,50
2404,39,0.0236656,5.72466,0.292682927,2080,67.86,51.92,0.28600734,0.014369885,31.6,50
2487,35,0.0194063,4.91242,0.365853659,840,70.76,74.47,0.367858636,0.011953567,70.5,50
2569,39,0.317073171,,,483,63.11,60.47,0.276297933,0.013891407,80.3,50
2653,34,0.00804345,3.74489,0.292682927,2142,71.09,31.48,0.295767653,0.008888518,80.5,50
2700,26,0.0068147,3.40201,0.146341463,2242,67.71,66.38,0.259618472,0.012057917,81.1,50
2817,23,0.00638618,2.9834,0.292682927,1623,69.05,19.71,,,0,50
2879,38,0.00680283,4.97745,0.341463415,1347,67.78,68.3,0.322947524,0.035184667,85.3,50
2956,38,0.0116238,4.44346,0.43902439,1584,66.38,51.92,0.246945574,0.020441358,84.9,50
3070,42,0.0604675,7.59887,0.43902439,1556,65.85,0.04,0.596925641,0.120522197,30.2,50
15,28,0.0105704,4.61308,0.268292683,996,70.58,11.74,0.376774662,0.012598508,77,49
97,26,0.0148341,4.21636,0.219512195,833,72.63,88.56,0.359300492,0.017685558,75.4,49
184,28,0.0095305,5.15405,0.292682927,1233,74.19,39.26,0.346417998,0.023661501,56.8,49
258,27,0.0131313,3.12934,0.243902439,1806,74.12,1.39,0.323446542,0.020365894,45.9,49
356,27,0.0172598,4.76666,0.243902439,1254,65.27,40.51,0.346540625,0.036692782,90.8,49
470,25,0.00435534,2.88865,0.12195122,3382,66.78,18.74,0.253220199,0.013403571,79.1,49
496,30,0.195121951,,,1834,69.9,83.48,0.251717083,0.026909999,73.2,49
497,30,0.00953392,4.24564,0.243902439,753,72.14,90.48,0.345916482,0.011637667,78.2,49
606,27,0.0473738,3.67709,0.146341463,834,67.52,95.02,0.225231265,0.01765341,56.9,49
647,31,0.0138866,4.47054,0.170731707,1081,69.93,97.97,0.277573539,0.023150905,87.1,49
673,32,0.0052881,2.91957,0.317073171,1713,70.7,99.93,0.228600386,0.009883261,43.1,49
744,31,0.00738129,3.69856,0.317073171,1268,71.03,82.48,0.314559193,0.003995816,69.2,49
762,22,0.0100451,2.95265,0.195121951,2786,80.4,0,0.351823198,0.013397171,72.2,49
788,29,0.0308844,3.65567,0.219512195,4878,73.18,33.34,0.300691907,0.006005745,81,49
817,31,0.170731707,,,990,66.07,18.98,0.304021302,0.010055405,84.8,49
847,28,0.0108185,4.13163,0.219512195,1189,59.08,71.25,0.378714614,0.023658261,91.8,49
866,33,0.00573429,3.50738,0.243902439,1185,67.55,81.36,0.152440887,0.009412387,74.2,49
893,28,0.00825637,4.26409,0.268292683,850,75.12,43.83,0.362588895,0.005111124,36.3,49
910,31,0.0177739,5.75458,0.170731707,1412,70.66,44.35,0.443149249,0.021186339,54.5,49
1124,32,0.00647963,3.09563,0.243902439,1920,65.8,53,0.239731934,0.016075512,61.3,49
1170,32,0.0317707,5.34277,0.341463415,3293,74.93,21.64,0.361920308,0.008762297,59.8,49
1224,22,0.195121951,,,1194,67,90.35,0.29792525,0.006008173,53,49
1493,35,0.219512195,,,936,67.97,55.03,0.336692733,0.018560355,64.2,49
1504,29,0.170731707,,,1785,58.44,11.89,,,21.8,49
1588,28,0.0149962,5.68375,0.195121951,1742,67.73,0.34,0.495080467,0.020733515,68.5,49
1624,33,0.0222471,5.46724,0.219512195,845,67.39,73.46,0.361540452,0.02746182,88.2,49
1785,27,0.00947262,3.90974,0.12195122,1445,73.24,34.18,0.327607194,0.019785057,38.5,49
1901,34,0.219512195,,,869,68.13,66.96,0.31967274,0.024311399,58.7,49
2101,31,0.00902312,4.01458,0.243902439,1569,70.3,20.48,0.381468377,0.013131157,28.3,49
2103,23,0.0334,2.56337,0.195121951,1644,67.1,86.35,0.47264188,0.006462658,23.2,49
2124,18,0.0622265,3.9925,0.195121951,2308,73.38,38.63,0.545981841,0.009273934,87.2,49
2136,12,0.0153857,1.61436,0.097560976,1196,62.45,86.71,0.366597342,0.039089689,84.3,49
2209,36,0.0421724,6.9675,0.268292683,811,68.74,38.09,0.540483155,0.017830943,42.4,49
2324,37,0.00837971,3.96801,0.365853659,3166,71.23,84.83,0.275243252,0.007840698,84.8,49
2427,38,0.060294,6.70797,0.43902439,925,72.28,90.89,0.413289554,0.014896244,56.1,49
2435,37,0.00974346,4.48255,0.268292683,1856,63.94,67.54,0.265316735,0.009357719,73.6,49
2621,38,0.0949647,7.03449,0.414634146,1331,68.75,47.24,0.442824448,0.028921477,65.8,49
2818,17,0.010665,2.27695,0.097560976,1137,57.69,91.21,0.282325842,0.005506509,4.45,49
10,28,0.014421,3.90602,0.268292683,773,67.92,54.04,0.349291398,0.027843002,82.1,48
104,27,0.035519,4.00684,0.195121951,1682,75.44,85.92,0.381389235,0.010740278,57.4,48
222,20,0.0176621,2.50636,0.097560976,1413,57.72,38.2,0.494233618,0.015155142,58.3,48
450,31,0.0169957,5.11024,0.219512195,2177,69.76,51.15,0.402700187,0.014679054,91.9,48
490,29,0.0114007,3.64011,0.219512195,900,73.44,94.73,0.401184152,0.015993842,50,48
535,30,0.0248993,5.34687,0.219512195,1230,74.54,13.51,0.439638445,0.053019947,77.8,48
635,31,0.00680446,4.65356,0.195121951,1343,75.9,88.53,0.364307395,0.009375454,34.4,48
702,31,0.268292683,,,1607,72.79,43.28,0.328194982,0.010215043,87.1,48
960,30,0.195121951,,,2424,72.79,95.63,0.280375097,0.008758677,81.3,48
1087,32,0.0167294,5.1906,0.243902439,825,62.47,91.27,0.373888044,0.022766625,43.2,48
1115,34,0.317073171,,,1458,67.78,30.19,0.220201662,0.055603713,67.5,48
1127,31,0.00941198,3.8903,0.317073171,1429,66.03,58.2,0.298944499,0.028225631,65.5,48
1136,33,0.0150886,4.2155,0.268292683,906,63.03,73.13,0.346953771,0.004488314,58,48
1225,32,0.0233895,4.09108,0.243902439,657,61.9,29.79,0.39728249,0.005932937,87.4,48
1283,33,0.0222099,4.23268,0.243902439,957,71.81,55.82,0.371301188,0.007995494,63.6,48
1363,31,0.219512195,,,1767,73.79,78.37,0.382650945,0.005572984,75,48
1458,34,0.00887389,3.78558,0.317073171,1213,66.47,83.36,0.381611784,0.013837427,81.8,48
1567,32,0.0139108,3.46855,0.292682927,2172,72.03,73.04,0.229418039,0.002534707,0,48
1661,35,0.0434108,6.00703,0.317073171,880,67.27,23.59,0.724874171,0.026020369,40.8,48
1669,35,0.963459,8.74225,0.195121951,1052,61.12,1.69,0.271734153,0.008902993,69,48
1962,32,1.4754,12.1013,0.292682927,605,62.23,18.56,0.544548569,0.039258863,73.6,48
2039,32,0.0100016,3.75218,0.317073171,961,73.07,24.31,0.305630897,0.013953182,33.8,48
2145,36,0.390243902,,,846,68.65,63.88,0.416609751,0.020030529,75.3,48
2574,29,0.0119813,4.06231,0.268292683,734,72.41,86.42,0.287767308,0.017399165,45.6,48
2672,30,0.292682927,,,1179,67.39,74.24,0.202657373,0.006808067,32.1,48
2791,32,0.170731707,,,1260,60.5,94.62,0.301507761,0.017716256,59.2,48
2809,39,0.341463415,,,1353,69.03,82.68,0.32083516,0.053977517,93.7,48
2877,39,0.0178526,7.54155,0.365853659,839,66.35,79.36,0.41452196,0.009213974,62.5,48
3055,27,0.0149284,6.0639,0.195121951,1628,62.42,5.89,0.343705235,0.026877355,93.8,48
114,27,0.0192241,5.75564,0.146341463,690,73.84,93.06,0.486196459,0.049984546,52.7,47
194,30,0.017677,5.64814,0.292682927,1268,74.07,6.7,0.37282576,0.033859882,43.5,47
434,28,0.0303718,6.77813,0.195121951,520,62.07,14.5,,,63.6,47
465,31,0.0165711,4.31949,0.292682927,1065,72.28,85.9,0.375725949,0.022234709,92.4,47
518,21,0.0803412,2.7878,0.219512195,3072,78.21,54.6,0.671082367,0.003168668,43,47
902,32,0.0219943,4.22407,0.292682927,2389,72.67,0,0.36946314,0.026319769,76.2,47
1009,30,0.0062748,3.84528,0.170731707,2461,75.57,53.74,0.319800089,0.006521789,35.4,47
1119,32,0.0101813,5.60174,0.243902439,931,68.5,22.38,0.451934167,0.010767264,45.8,47
1183,19,0.0171731,2.83581,0.12195122,1350,60,7.46,,,32.4,47
1196,29,0.00945841,3.30709,0.219512195,2451,77.85,0.37,0.297539485,0.009115825,27,47
1262,32,0.0237123,4.67934,0.317073171,1650,64,85.53,0.354110448,0.01110782,84.4,47
1380,34,0.0126068,3.81319,0.219512195,1062,65.97,72.88,0.300218498,0.022260446,89.1,47
1386,34,0.0849213,6.55314,0.243902439,2338,73.63,65.79,0.947060235,0.004279597,13.1,47
1733,31,0.365853659,,,1204,69.24,66.7,0.272185399,0.020094142,82.4,47
1746,31,0.243902439,,,924,65.03,96.7,0.410895629,0.013117545,71.7,47
1843,34,0.317073171,,,1422,72.91,28.09,0.425488959,0.007262609,71.2,47
1899,30,0.0157414,3.52621,0.219512195,1029,56.39,3.6,0.331752193,0.036818679,80.3,47
2092,25,0.0134548,3.34773,0.170731707,1820,56.67,60.49,0.484125595,0.011572955,66.9,47
2135,25,0.0087728,5.0395,0.12195122,515,58.91,35.02,0.301660927,0.018458112,69,47
2176,37,0.0257725,6.73152,0.365853659,1323,69.72,8.22,0.40638887,0.036184734,52.4,47
2213,36,0.0246945,5.66838,0.219512195,797,61.71,67.36,0.430375523,0.008662266,50.2,47
2224,36,0.463414634,,,656,69.32,20.36,0.331648396,0.010066635,77.2,47
2309,33,0.0180922,5.34185,0.341463415,1595,66.09,53.81,0.327174342,0.012880574,26.9,47
2329,34,0.0143623,4.34877,0.317073171,1218,69.72,12.26,0.482289004,0.021349003,56.6,47
2413,38,0.390243902,,,1965,57.64,96.23,0.265325421,0.016378767,87.8,47
2717,19,0.0371795,3.14084,0.195121951,1149,76.06,46.04,0.509055179,0.046747222,94,47
2800,14,0.0161818,2.06825,0.146341463,2232,66.15,77.76,0.195280313,0.015941379,54.2,47
2836,12,0.013794,1.41562,0.12195122,2706,80.91,66.7,0.328934918,0.000310398,0,47
2912,41,0.365853659,,,1581,63.77,1.46,0.319124936,0.003059112,81.7,47
5,28,0.0192481,5.51303,0.146341463,804,64.77,93.08,0.304862113,0.04572305,92,46
37,27,0.00894521,4.61323,0.195121951,1076,71.08,87.5,0.330949421,0.02088324,76.2,46
84,28,0.0102283,3.27533,0.219512195,1290,71.65,5.44,0.317918236,0.022011597,25.1,46
192,29,0.0116872,3.29601,0.292682927,1210,67.37,97.12,0.323459224,0.028517324,82.6,46
287,30,0.00466361,2.97667,0.268292683,1384,73.64,78.21,0.194041835,0.012405135,23.1,46
392,27,0.0202026,4.71601,0.195121951,755,66.44,35.76,0.286785593,0.049176573,90,46
469,31,0.0232837,4.34721,0.317073171,1502,72.52,23.33,0.459107128,0.00565033,74.5,46
697,30,0.0105556,5.25282,0.268292683,930,74.18,20.03,0.364425493,0.044926849,59.2,46
714,31,0.020555,4.02182,0.219512195,810,67.76,52.21,0.422001431,0.009528521,53.2,46
752,29,0.166619,6.36972,0.170731707,1596,71.74,69.43,0.316431844,0.018148605,76.6,46
1099,30,0.0199804,4.49067,0.317073171,846,71.04,11.24,0.474906051,0.022449494,88,46
1173,27,0.035681,5.73431,0.268292683,862,70.2,22.45,0.514505068,0.023913525,43,46
1204,34,0.0239871,6.81168,0.268292683,1421,69.84,31.04,0.568449689,0.00195068,0,46
1384,34,0.00879899,6.28179,0.268292683,1358,68.84,50.1,0.333522033,0.049715216,67.7,46
1463,35,0.0268994,5.36397,0.243902439,1211,71.64,74.93,0.49676105,0.038603475,88.8,46
2024,37,0.0135588,4.6101,0.365853659,1800,66.71,59.43,0.385105395,0.015744789,51.7,46
2033,36,0.0274793,5.52956,0.43902439,1797,78.94,32.8,0.350150929,0.001733408,74.3,46
2040,35,0.00520304,3.52511,0.317073171,648,67.21,84.82,0.224556744,0.022603726,32.3,46
2079,32,0.0282067,5.50716,0.268292683,1235,67.27,95.16,0.586230717,0.011147036,37.4,46
2226,37,0.0137183,6.01056,0.341463415,1158,68.29,81.55,0.346155847,0.02467995,82.5,46
2433,22,0.0621293,2.74954,0.12195122,2474,69.85,0,0.61531214,0.003610208,79.1,46
2523,23,0.449146,6.08691,0.195121951,1240,62.24,39.28,,,5.25,46
2550,33,0.00989015,3.22237,0.292682927,1414,71.22,82.92,0.278410215,0.011282226,84.3,46
2753,39,0.0240014,5.01639,0.487804878,1575,77.16,0.34,0.437945079,0.004484143,43.1,46
2802,37,0.0223885,4.56911,0.317073171,987,65.63,69.83,0.333336777,0.019799888,88.8,46
2899,39,0.365853659,,,1736,59.84,3.47,0.543147943,0.04064739,85,46
2960,31,0.195121951,,,906,64.7,42.31,,,70.3,46
3002,39,0.0166909,6.38475,0.390243902,1138,69.16,64.61,0.435617463,0.016251342,87.9,46
3013,28,0.00760836,4.14075,0.268292683,969,56.89,79.17,,,50,46
3014,37,0.0179751,5.78732,0.243902439,1623,57.94,87.73,0.314506672,0.0221195,74.8,46
6,28,0.0311782,4.2025,0.170731707,1014,63.85,57.03,0.555247424,0.015124926,82.6,45
248,28,0.00953846,3.23719,0.170731707,1104,68.42,99.11,0.355928722,0.019887251,41.4,45
494,27,0.0139395,4.61529,0.219512195,1558,71.52,0,0.491724673,0.010494116,66.3,45
735,31,0.0204183,5.78989,0.317073171,527,67.14,98.61,0.476735977,0.018023567,57.2,45
764,11,0.022659,2.48546,0.073170732,1127,68.4,38.46,0.410336659,0.014578239,0,45
780,28,0.00886321,3.41255,0.146341463,2686,70.77,91.03,0.287935416,0.016928294,96.8,45
1032,26,0.268292683,,,6214,73.75,91.23,0.403338984,0.007786465,37.8,45
1228,21,0.195121951,,,2651,76.74,84.02,0.393584152,0.016113347,89.9,45
1280,31,0.00833709,3.60823,0.317073171,1762,70.76,0.25,0.349223776,0.007028927,23.9,45
1349,33,0.243902439,,,1054,74.32,63.98,0.497498198,0.023828875,35.6,45
1394,28,0.0117764,4.25889,0.12195122,1462,63.56,72.79,0.262316896,0.020025445,47.8,45
1401,34,0.0506808,6.55989,0.414634146,1594,69.97,82.16,0.434860953,0.016700821,35.6,45
1409,35,0.0666144,5.69431,0.219512195,899,65.64,97.42,0.403831385,0.045340742,75.7,45
1430,31,0.0311426,5.76326,0.195121951,1242,69.41,1.34,0.363844627,0.037862237,85.5,45
1638,36,0.0656668,5.88297,0.219512195,630,61.15,64.1,0.759883528,0.036893304,70,45
1858,23,0.0105227,2.57344,0.219512195,3039,86.67,70.44,0.272155787,0.011550256,14.9,45
1859,29,0.0419559,3.90038,0.219512195,1046,69.18,93.71,0.578305377,0.018270232,10.5,45
2140,35,0.0161159,4.89513,0.292682927,519,68.24,12.06,0.342827144,0.018024535,66.3,45
2150,36,0.00457623,3.91499,0.365853659,882,70.68,98.71,0.256852903,0.013732734,59.7,45
2185,37,0.0119472,4.31302,0.463414634,1153,73.09,65.82,0.264286483,0.009918929,26.8,45
2281,36,0.0135025,4.75744,0.414634146,909,70.83,69.39,0.305418548,0.009317733,39.5,45
2290,35,0.243902439,,,1458,66.91,67.03,0.479458754,0.025353324,63.6,45
